file,lemma,roleset_id,roleset_name,role_n,role_f,role_descr
admire.xml,admirable,admirable.02,worthy of admiring,1,PPT,target of admiration
admit.xml,admit,admit.01,acknowledge truth,0,PAG,admitter
admit.xml,admit,admit.01,acknowledge truth,1,PPT,truth
admit.xml,admit,admit.01,acknowledge truth,2,GOL,hearer
admit.xml,admit,admit.02,allow to enter,0,PAG,allower (ticket)
admit.xml,admit,admit.02,allow to enter,1,PPT,enterer
admit.xml,admit,admit.02,allow to enter,2,LOC,place entered
admix.xml,admix,admix.01,to mingle or add to something else,0,PAG,"agent, mixer"
admix.xml,admix,admix.01,to mingle or add to something else,1,PPT,ingredient one
admix.xml,admix,admix.01,to mingle or add to something else,2,PPT,ingredient two (if separate)
admix.xml,admix,admix.01,to mingle or add to something else,3,PRD,end product
admonish.xml,admonish,admonish.01,persuade warningly,0,PAG,persuader
admonish.xml,admonish,admonish.01,persuade warningly,1,GOL,persuaded agent
admonish.xml,admonish,admonish.01,persuade warningly,2,PPT,persuaded action
admonish.xml,admonish,admonish.02,chastise,0,PAG,chastiser
admonish.xml,admonish,admonish.02,chastise,1,PPT,chastised
admonish.xml,admonish,admonish.02,chastise,2,CAU,wrongdoing
adopt.xml,adopt,adopt.01,take on as one's own,0,PAG,adopter
adopt.xml,adopt,adopt.01,take on as one's own,1,PPT,thing adopted
adopt.xml,adopt,adopt.01,take on as one's own,2,PRD,secondary attibute
adore.xml,adore,adore.01,have fond feelings for,0,PPT,adorer
adore.xml,adore,adore.01,have fond feelings for,1,CAU,thing adored
adore.xml,adorable,adorable.02,exceptionally cute,0,PAG,perceiver
adore.xml,adorable,adorable.02,exceptionally cute,1,PPT,cutie pie
adorn.xml,adorn,adorn.01,to decorate with or as if with ornaments,0,PAG,"decorator, agent"
adorn.xml,adorn,adorn.01,to decorate with or as if with ornaments,1,GOL,entity adorned
adorn.xml,adorn,adorn.01,to decorate with or as if with ornaments,2,PPT,ornaments
adrenalectomize.xml,adrenalectomize,adrenalectomize.01,surgically remove one or both adrenal glands,0,PAG,"Agent, surgeon"
adrenalectomize.xml,adrenalectomize,adrenalectomize.01,surgically remove one or both adrenal glands,1,DIR,"Patient, person undergoing surgery"
adsorb.xml,adsorb,adsorb.01,to accumulate on a surface,1,PPT,Adsorbed substance; thing accumulating
adsorb.xml,adsorb,adsorb.01,to accumulate on a surface,2,LOC,Surface on which substance is accumulating
adulterate.xml,adulterate,adulterate.01,"dilute, weaken",0,PAG,agent
adulterate.xml,adulterate,adulterate.01,"dilute, weaken",1,PPT,weakened entity
adulterate.xml,adulterate,adulterate.01,"dilute, weaken",m,MNR,"instrument, weakened with or by"
advance.xml,advance,advance.01,move forward or upward,0,PAG,"agent, causing advance"
advance.xml,advance,advance.01,move forward or upward,1,PPT,thing advancing
advance.xml,advance,advance.01,move forward or upward,2,EXT,extent of advancement
advance.xml,advance,advance.01,move forward or upward,3,DIR,start point
advance.xml,advance,advance.01,move forward or upward,4,GOL,end point
advance.xml,advance,advance.01,move forward or upward,5,PRD,"attribute of arg1, where this is advancing rather than whole"
advance.xml,advance,advance.03,pay out a portion of wages/credit before they are due,0,PAG,payer
advance.xml,advance,advance.03,pay out a portion of wages/credit before they are due,1,PPT,wages paid ahead of time
advance.xml,advance,advance.03,pay out a portion of wages/credit before they are due,2,GOL,payee
advance.xml,advance,advance.03,pay out a portion of wages/credit before they are due,3,VSP,"total wages, out of which arg1 is paid"
advance.xml,advance,advance.03,pay out a portion of wages/credit before they are due,4,PRP,"transaction, reason for advance"
advance.xml,advanced,advanced.02,"progressive, cutting edge",1,PPT,progressive entity
advance.xml,advanced,advanced.02,"progressive, cutting edge",2,VSP,domain
advance.xml,in_advance,in_advance.04,ahead of time,1,PAG,thing done/occurring ahead of time
advance.xml,in_advance,in_advance.04,ahead of time,2,PPT,ahead of what
advantage.xml,advantage,advantage.01,providing a superior outcome or favorable position,1,PPT,thing that provides advantage
advantage.xml,advantage,advantage.01,providing a superior outcome or favorable position,2,GOL,advantageous for/to whom/what?
advantage.xml,advantage,advantage.01,providing a superior outcome or favorable position,3,PRD,domain or task where the advantage is applied
advantage.xml,advantage,advantage.01,providing a superior outcome or favorable position,4,GOL,comparatively disadvantaged party
advantage.xml,take_advantage,take_advantage.02,"use, overuse",0,PAG,user
advantage.xml,take_advantage,take_advantage.02,"use, overuse",1,PPT,thing used
advantage.xml,take_advantage,take_advantage.02,"use, overuse",2,PAG,purpose
advect.xml,advect,advect.01,horizontal transfer of mass (usually fluid or atmospheric),0,PAG,cause of movement
advect.xml,advect,advect.01,horizontal transfer of mass (usually fluid or atmospheric),1,PPT,"air, water, entity moved"
advent.xml,advent,advent.01,arrival of something notable,1,PPT,thing arriving
adventure.xml,adventure,adventure.01,courageous expedition,0,PAG,adventurer
adventure.xml,adventure,adventure.01,courageous expedition,1,PPT,the adventure
adventure.xml,adventurous,adventurous.02,"seeking, characterized by adventure",1,PPT,adventurous thing
advert.xml,advert,advert.01,"to call attention to, refer to",0,PAG,Attention getter
advert.xml,advert,advert.01,"to call attention to, refer to",1,PPT,"Entity referred to, target of attention"
advertise.xml,advertise,advertise.01,make a commercial pitch,0,PAG,advertiser
advertise.xml,advertise,advertise.01,make a commercial pitch,1,PPT,"thing being pitched, advertised"
advil.xml,advil,advil.01,use advil,0,PAG,advil user
advise.xml,advise,advise.01,give advice,0,PAG,entity giving advice
advise.xml,advise,advise.01,give advice,1,GOL,"entity getting advice, impelled agent"
advise.xml,advise,advise.01,give advice,2,PPT,"advice, impelled action"
advise.xml,advisable,advisable.02,"prudent, wise",1,PPT,"prudent, wise thing"
advocate.xml,advocate,advocate.01,suggest,0,PAG,"advocate, suggest"
advocate.xml,advocate,advocate.01,suggest,1,PPT,suggestion
advocate.xml,advocate,advocate.01,suggest,2,GOL,recipient of advice
aerate.xml,aerate,aerate.01,exchange of carbon dioxide for oxygen,0,PAG,"cause of exchange (blood, lungs)"
aerate.xml,aerate,aerate.01,exchange of carbon dioxide for oxygen,1,PPT,"thing, gas exchange"
aerosolize.xml,aerosolize,aerosolize.01,to disperse as an aerosol,0,PAG,"Agent, disperser"
aerosolize.xml,aerosolize,aerosolize.01,to disperse as an aerosol,1,PPT,Substance being aerosolized
afebrile.xml,afebrile,afebrile.01,having no fever,1,PPT,entity without a fever
affair.xml,affair,affair.01,an illicit romantic relationship,0,PAG,entity having an affair
affair.xml,affair,affair.01,an illicit romantic relationship,1,COM,with whom; other party
affair.xml,affair,affair.02,"matter, occurance",1,PPT,participants
affair.xml,affair,affair.02,"matter, occurance",2,PPT,What kind of matter
affect.xml,affect,affect.01,"have an effect on, have an effect on",0,PAG,thing affecting
affect.xml,affect,affect.01,"have an effect on, have an effect on",1,PPT,thing affected
affect.xml,affect,affect.01,"have an effect on, have an effect on",2,MNR,"instrument, effect had"
affect.xml,affect,affect.02,"assume, take on",0,PAG,"agent, assumer"
affect.xml,affect,affect.02,"assume, take on",1,PPT,characteristic
affect.xml,effect,effect.03,"bring into existence, bring about, enact",0,PAG,cause
affect.xml,effect,effect.03,"bring into existence, bring about, enact",1,PPT,"effect, usually a change"
affect.xml,effective,effective.04,"cause an effect, successful in creating a desired effect",0,PAG,cause
affect.xml,effective,effective.04,"cause an effect, successful in creating a desired effect",1,PPT,domain in which arg0 is effective; outcome effected
affect.xml,take_effect,take_effect.05,begin being in effect,0,PAG,cause
affect.xml,take_effect,take_effect.05,begin being in effect,1,PPT,"effect, usually a change"
affect.xml,in_effect,in_effect.06,"in an active state, a state where a certain effect holds",0,PAG,cause
affect.xml,in_effect,in_effect.06,"in an active state, a state where a certain effect holds",1,PPT,active thing
affection.xml,affection,affection.01,feel fondly towards,0,PAG,entity feeling positive emotion
affection.xml,affection,affection.01,feel fondly towards,1,PPT,target of affection
affiliate.xml,affiliate,affiliate.01,"to adopt or accept as a member, association with",0,PAG,"causer of affiliation, agent"
affiliate.xml,affiliate,affiliate.01,"to adopt or accept as a member, association with",1,PPT,entity affiliated
affiliate.xml,affiliate,affiliate.01,"to adopt or accept as a member, association with",2,PPT,affiliated with
affirm.xml,affirm,affirm.01,attest the truth or validity of,0,PAG,confirmer
affirm.xml,affirm,affirm.01,attest the truth or validity of,1,PPT,"thing confirmed, statement or proposition"
affirm.xml,affirm,affirm.01,attest the truth or validity of,2,GOL,"benefactive, hearer"
affix.xml,affix,affix.01,"attach, as with glue",0,PAG,"attacher, agent"
affix.xml,affix,affix.01,"attach, as with glue",1,PPT,focus of attachment
affix.xml,affix,affix.01,"attach, as with glue",2,GOL,thing arg 1 is affixed to
affix.xml,affix,affix.01,"attach, as with glue",3,MNR,"instrument of bonding, glue"
afflict.xml,afflict,afflict.01,suffer,0,PAG,causer of suffering
afflict.xml,afflict,afflict.01,suffer,1,PPT,entity suffering
afflict.xml,afflict,afflict.01,suffer,2,MNR,"instrument, if separate from arg0"
afford.xml,afford,afford.01,"be able to spare, have the financial means",0,PAG,"haver of financial means, agent"
afford.xml,afford,afford.01,"be able to spare, have the financial means",1,PPT,"costly thing, theme"
afford.xml,afford,afford.02,"provide, make available",0,PAG,"provider, agent"
afford.xml,afford,afford.02,"provide, make available",1,PPT,"provided, theme"
afford.xml,afford,afford.02,"provide, make available",2,GOL,recipient
afford.xml,affordable,affordable.03,priced attainably,0,PAG,entity able to pay for arg1
afford.xml,affordable,affordable.03,priced attainably,1,PPT,commodity priced attainably
afford.xml,affordable,affordable.03,priced attainably,2,VSP,price
affront.xml,affront,affront.01,inentionally cause offense,0,PAG,offender
affront.xml,affront,affront.01,inentionally cause offense,1,PPT,offended
affront.xml,affront,affront.01,inentionally cause offense,2,MNR,"instrument, if separate from arg0"
affuse.xml,affuse,affuse.01,pour,0,PAG,causal agent
affuse.xml,affuse,affuse.01,pour,1,PPT,"thing affused, poured"
affuse.xml,affuse,affuse.01,pour,2,GOL,destination
africanamerican.xml,africanamerican,africanamerican.01,"american, of african descent",1,PAG,african american entity
africanize.xml,africanize,africanize.01,make african in trait,0,PAG,"agent, causer"
africanize.xml,africanize,africanize.01,make african in trait,1,PPT,thing changing
africanize.xml,african,african.02,characterized as of african origin,1,PAG,African entity
aftermath.xml,aftermath,aftermath.01,fallout from events,1,PAG,precipitating events
aftermath.xml,aftermath,aftermath.01,fallout from events,2,PPT,the fallout
aftershock.xml,aftershock,aftershock.01,"secondary earthquake, coming after the main one",1,PPT,"ground shaken (plates, region, epicenter)"
aftershock.xml,aftershock,aftershock.01,"secondary earthquake, coming after the main one",2,EXT,"magnitude, generally Richter scale"
aftershock.xml,aftershock,aftershock.01,"secondary earthquake, coming after the main one",3,VSP,death/injury toll
aftershock.xml,aftershock,aftershock.01,"secondary earthquake, coming after the main one",4,VSP,damages/cost
age.xml,age,age.01,(cause to) become older,0,PAG,"causer of aging, agent"
age.xml,age,age.01,(cause to) become older,1,PPT,entity getting old
age.xml,age,age.01,(cause to) become older,2,EXT,amount aged
age.xml,age,age.03,(determine to) be a certain age,0,PAG,entity assessing age
age.xml,age,age.03,(determine to) be a certain age,1,PPT,entity being assessed for age
age.xml,age,age.03,(determine to) be a certain age,2,PRD,age
age.xml,age_out,age_out.02,become too old for,0,PAG,entity determining what the age cap is
age.xml,age_out,age_out.02,become too old for,1,PPT,entity getting older
age.xml,age_out,age_out.02,become too old for,2,DIR,thing arg1 is too old for
age.xml,of_age,of_age.04,"be at level of full maturity, or maturity sufficient for an activity",1,PPT,entity aging
age.xml,of_age,of_age.04,"be at level of full maturity, or maturity sufficient for an activity",2,VSP,"level of maturity reached, age"
age.xml,of_age,of_age.04,"be at level of full maturity, or maturity sufficient for an activity",3,GOL,action enabled by age level
agglomerate.xml,agglomerate,agglomerate.01,make a cluster or pile,0,PAG,"agent, cause"
agglomerate.xml,agglomerate,agglomerate.01,make a cluster or pile,1,PPT,clustering thing
agglomerate.xml,agglomerate,agglomerate.01,make a cluster or pile,2,MNR,"instrument, method"
aggravate.xml,aggravate,aggravate.01,"make angry or worse, anger-inducing, worsening",0,PAG,stimulus
aggravate.xml,aggravate,aggravate.01,"make angry or worse, anger-inducing, worsening",1,PPT,thing getting angry or getting worse
aggravate.xml,aggravate,aggravate.01,"make angry or worse, anger-inducing, worsening",2,MNR,"instrument, if separate from arg0"
aggregate.xml,aggregate,aggregate.01,"to bring together, collect into one sum, mass, or body",0,PAG,entity aggregating something
aggregate.xml,aggregate,aggregate.01,"to bring together, collect into one sum, mass, or body",1,PPT,thing/stuff aggregated
aggregate.xml,aggregate,aggregate.01,"to bring together, collect into one sum, mass, or body",2,LOC,"attribute, descriptor of state where arg1 aggregates"
aggress.xml,aggress,aggress.01,"hostile behavior, actively hostile",0,PAG,aggressor
aggress.xml,aggress,aggress.01,"hostile behavior, actively hostile",1,GOL,entity aggression is directed toward
aggress.xml,aggress,aggress.02,forceful,0,PAG,forceful thing
aggrieve.xml,aggrieve,aggrieve.01,cause grief or injury,0,PAG,offender
aggrieve.xml,aggrieve,aggrieve.01,cause grief or injury,1,PPT,aggrieved
aggrieve.xml,aggrieve,aggrieve.01,cause grief or injury,2,MNR,"instrument, if separate from arg0"
agitate.xml,agitate,agitate.01,"to upset, disturb",0,PAG,causer
agitate.xml,agitate,agitate.01,"to upset, disturb",1,PPT,experiencer
agonize.xml,agonize,agonize.01,suffer distress,1,PPT,agonized entity
agonize.xml,agonize,agonize.01,suffer distress,2,PAG,cause of agony
agree.xml,agree,agree.01,agree,0,PAG,agreer
agree.xml,agree,agree.01,agree,1,PPT,proposition
agree.xml,agree,agree.01,agree,2,COM,other entity agreeing
agree.xml,agreeable,agreeable.02,agreeable,0,PAG,"affable entity, agreeable person"
agree.xml,agreeable,agreeable.02,agreeable,1,PPT,"what is agreed to, agreeable to what?"
ah.xml,ah,ah.01,express admiration or pleasure,0,PAG,ah-er
ah.xml,ah,ah.01,express admiration or pleasure,1,PPT,cause of awe (ah?)
ahead.xml,ahead,ahead.01,proceding faster than designated schedule,1,PAG,entity/accomplishment ahead of schedule
ahead.xml,ahead,ahead.01,proceding faster than designated schedule,2,EXT,by how much
ahead.xml,ahead,ahead.01,proceding faster than designated schedule,3,PPT,"schedule, goal"
